Genome	D300242.digesta_deep Covered Bases	D300243.digesta_deep Covered Bases	D300244.digesta_deep Covered Bases	D300245.digesta_deep Covered Bases	D300246.digesta_deep Covered Bases	D300247.digesta_deep Covered Bases	D300248.digesta_deep Covered Bases	D300249.digesta_deep Covered Bases	D300250.digesta_deep Covered Bases	D300251.digesta_deep Covered Bases	D300252.digesta_deep Covered Bases	D300253.digesta_deep Covered Bases	D300254.digesta_deep Covered Bases	D300255.digesta_deep Covered Bases	D300256.digesta_deep Covered Bases	D300257.digesta_deep Covered Bases	D300258.digesta_deep Covered Bases	D300259.digesta_deep Covered Bases	D300260.digesta_deep Covered Bases	D300261.digesta_deep Covered Bases	D300262.digesta_deep Covered Bases	D300263.digesta_deep Covered Bases	D300264.digesta_deep Covered Bases	D300265.digesta_deep Covered Bases	D300271.faeces_shallow Covered Bases	D300272.faeces_shallow Covered Bases	D300273.faeces_shallow Covered Bases	D300274.faeces_shallow Covered Bases	D300275.faeces_shallow Covered Bases	D300276.faeces_shallow Covered Bases	D300277.faeces_shallow Covered Bases	D300278.faeces_shallow Covered Bases	D300279.faeces_shallow Covered Bases	D300280.faeces_shallow Covered Bases	D300281.faeces_shallow Covered Bases	D300282.faeces_shallow Covered Bases	D300283.faeces_shallow Covered Bases	D300284.faeces_shallow Covered Bases	D300285.faeces_shallow Covered Bases	D300286.faeces_shallow Covered Bases	D300287.faeces_shallow Covered Bases	D300288.faeces_shallow Covered Bases	D300289.faeces_shallow Covered Bases	D300290.faeces_shallow Covered Bases	D300291.faeces_shallow Covered Bases	D300292.faeces_shallow Covered Bases	D300293.faeces_shallow Covered Bases	D300294.faeces_shallow Covered Bases	D300295.faeces_shallow Covered Bases	D300296.faeces_shallow Covered Bases	D300297.faeces_shallow Covered Bases	D300298.faeces_shallow Covered Bases	D300299.faeces_shallow Covered Bases	D300300.faeces_shallow Covered Bases	D300301.faeces_shallow Covered Bases	D300302.faeces_shallow Covered Bases	D300303.faeces_shallow Covered Bases	D300304.faeces_shallow Covered Bases	D300305.faeces_shallow Covered Bases	D300306.faeces_shallow Covered Bases	D300307.faeces_shallow Covered Bases	D300308.faeces_shallow Covered Bases	D300309.faeces_shallow Covered Bases	D300310.faeces_shallow Covered Bases	D300311.faeces_shallow Covered Bases	D300312.faeces_shallow Covered Bases	D300313.faeces_shallow Covered Bases	D300314.faeces_shallow Covered Bases	D300315.faeces_shallow Covered Bases	D300316.faeces_shallow Covered Bases	D300317.faeces_shallow Covered Bases	D300318.faeces_shallow Covered Bases	D300319.faeces_shallow Covered Bases	D300320.faeces_shallow Covered Bases	D300321.faeces_shallow Covered Bases	D300322.faeces_shallow Covered Bases	D300323.faeces_shallow Covered Bases	D300324.faeces_shallow Covered Bases	D300325.faeces_shallow Covered Bases	D300326.faeces_shallow Covered Bases	D300327.faeces_shallow Covered Bases	D300328.faeces_shallow Covered Bases	D300329.faeces_shallow Covered Bases	D300330.faeces_shallow Covered Bases	D300331.faeces_shallow Covered Bases	D300332.faeces_shallow Covered Bases	D300333.faeces_shallow Covered Bases	D300334.faeces_shallow Covered Bases	D300335.faeces_shallow Covered Bases	D300336.faeces_shallow Covered Bases	D300337.faeces_shallow Covered Bases	D300338.faeces_shallow Covered Bases	D300339.faeces_shallow Covered Bases	D300340.faeces_shallow Covered Bases	D300341.faeces_shallow Covered Bases	D300342.faeces_shallow Covered Bases	D300343.faeces_shallow Covered Bases	D300344.faeces_shallow Covered Bases	D300345.faeces_shallow Covered Bases	D300346.faeces_shallow Covered Bases	D300347.faeces_shallow Covered Bases	D300348.faeces_shallow Covered Bases	D300349.faeces_shallow Covered Bases	D300350.faeces_shallow Covered Bases	D300351.faeces_shallow Covered Bases	D300352.faeces_shallow Covered Bases	D300353.faeces_shallow Covered Bases	D300354.faeces_shallow Covered Bases	D300355.faeces_shallow Covered Bases	D300356.faeces_shallow Covered Bases	D300357.faeces_shallow Covered Bases	D300358.faeces_shallow Covered Bases	D300359.faeces_shallow Covered Bases	D300360.faeces_shallow Covered Bases	D300361.faeces_shallow Covered Bases	D300362.faeces_shallow Covered Bases	D300363.faeces_shallow Covered Bases	D300364.faeces_shallow Covered Bases	D300365.faeces_shallow Covered Bases	D300366.faeces_shallow Covered Bases	D300367.faeces_shallow Covered Bases	D300368.faeces_shallow Covered Bases	D300369.faeces_shallow Covered Bases	D300370.faeces_shallow Covered Bases	D300371.faeces_shallow Covered Bases	D300372.faeces_shallow Covered Bases	D300373.faeces_shallow Covered Bases	D300374.faeces_shallow Covered Bases	D300375.faeces_shallow Covered Bases	D300376.faeces_shallow Covered Bases	D300377.faeces_shallow Covered Bases	D300378.faeces_shallow Covered Bases	D300379.faeces_shallow Covered Bases	D300380.faeces_shallow Covered Bases	D300381.faeces_shallow Covered Bases	D300382.faeces_shallow Covered Bases	D300383.faeces_shallow Covered Bases	D300384.faeces_shallow Covered Bases	D300385.faeces_shallow Covered Bases	D300386.faeces_shallow Covered Bases	D300387.faeces_shallow Covered Bases	D300388.faeces_shallow Covered Bases	D300389.faeces_shallow Covered Bases	D300390.faeces_shallow Covered Bases	D300391.faeces_shallow Covered Bases	D300392.faeces_shallow Covered Bases	D300393.faeces_shallow Covered Bases
D300246:bin_000002	1890649	1896699	1896071	1894371	1897841	1876050	1896404	1894442	1896843	1896094	1894471	1891572	1896633	1895531	1895487	1895880	1888293	1895813	1871653	1888713	1892504	1895137	1087232	1885306	1886685	0	157984	0	156860	0	32158	279671	1387436	379342	127742	21965	814992	995790	1004726	143472	565993	136373	70530	284037	851218	1585829	195297	344706	1243294	1442066	426821	1720030	460246	471743	1461577	801157	1178311	380680	1043723	1811144	1262971	774871	627625	984205	838744	436029	877646	1204198	937327	180132	748755	1044306	744999	73770	408320	871251	1246901	788103	1478811	1214293	1243778	722198	1583397	854140	1561941	908823	1000550	543478	1691919	747578	1489349	1249040	1486608	57384	1088106	876207	764462	1015533	409929	802540	1289040	894634	1090357	1041878	593049	804157	955700	276129	703185	963178	870677	1361456	161288	1345564	601300	1428355	1239378	758922	922150	732107	579837	878189	1239306	1075318	672011	1011885	1383696	1122520	1027055	907803	1656048	832400	810870	926704	698811	886108	1007998	1300870	791820	1012964	663029	876932	1160687	1125256	249484	3949	119
D300246:bin_000006	2494191	1819630	1019829	2089144	2566122	2303274	1666166	2102539	1555526	2525865	2058599	2210183	2465849	1724554	1690597	1162993	2328687	2290089	2264242	2549779	2156793	2130414	411001	2448931	2423144	0	28570	0	2140	0	7787	3521	526319	4624	5814	9438	171889	226583	572546	25012	162623	23145	7842	98873	10663	273943	16674	27543	40968	306900	11564	151569	556488	170150	576198	13851	432379	9301	377129	1128490	1144754	273110	1380835	281269	204300	513361	106457	2150678	841585	10329	97688	308274	309957	4327	17833	612710	277017	56046	205125	270743	564116	62108	237616	430858	494265	109033	281664	119492	975400	254089	251427	454144	320639	43037	190870	14155	10938	362061	31898	771078	327224	239341	711624	218865	41117	112421	389492	4613	122021	129803	95286	321428	30574	865615	220115	417909	178110	522009	54663	65197	60070	71730	225432	754396	549568	370197	75041	531564	193360	39818	81489	686720	136010	57876	20491	1508489	115243	181781	103859	107404	135251	234693	172152	525916	88348	178	1174
D300246:bin_000011	2214260	1594322	2520147	590782	2658976	2142486	1595655	1713713	2207397	1667884	2184333	2535869	935026	1796025	2517419	906204	1557056	2504470	1693117	1707176	1276900	1591029	1120896	2438511	2042921	0	15177	0	6804	0	13193	7834	525686	18363	15615	11391	308464	431863	409039	11682	536154	203739	14367	113783	15773	574581	11144	221856	429479	204727	29764	251014	42010	374273	45821	34005	184932	25323	240905	901163	233644	699857	755541	771593	642530	424282	493959	973576	733776	15059	204467	201938	711447	10591	262182	951081	260766	337064	861829	1103870	270577	140112	383604	105040	479940	978013	130428	177388	866533	402920	301063	135329	840823	222001	407363	106686	14684	598995	96630	825520	332618	439688	609461	196676	108763	93830	762480	11522	138757	65482	284728	1159090	66312	820591	611978	287369	72805	490706	134032	303990	285435	87259	227243	397894	401638	735345	353780	412939	168700	138177	351511	324080	89375	77409	808901	185982	134987	210559	118407	84460	382051	197006	160327	264240	13876	1322	0
D300246:bin_000012	1312662	1346186	1342656	1329204	1383939	1352143	1261964	1032626	1301658	1355899	1369962	1371469	1335094	1309308	1353023	1278856	1350269	1366704	1339531	1366295	1367934	1300232	1136480	1357470	1374451	0	14703	0	191066	0	109929	1199	642675	2032	34346	113746	562300	522011	418527	812	381629	159242	160815	77540	218231	212134	209015	316855	529911	868521	1515	65876	715809	925633	171695	106579	700676	304687	620373	451935	210590	449909	258595	458414	430645	320383	656402	229780	284100	185127	393558	394181	353817	514879	398204	219398	529046	213762	496092	959073	343953	273311	490532	234721	699431	320609	533316	156289	694359	263941	480439	229316	759878	343283	577090	55511	1376	258175	242640	442401	339568	321382	757659	381376	405834	167555	416493	202058	316314	168336	239045	624521	234223	753348	214093	222721	611252	379858	167052	187354	494741	196763	334759	371611	497959	422856	294813	369806	306694	619225	357532	250733	442285	511327	89872	202417	392582	516873	321520	362179	312358	303765	453452	204425	117869	574	150
D300246:bin_000023	849838	1281731	1118040	1152355	1332045	1269785	721795	1275677	1299316	1292093	1277035	1293218	1169771	932315	634062	1277475	1183387	1268305	1250814	1301789	858608	1116447	191340	1294630	1267663	0	1313	0	3220	0	6864	5639	716943	2103	15685	11155	297223	250349	649352	7440	582326	19148	13901	56316	20819	643240	3811	19240	10029	17060	6106	32454	11650	29263	6374	11230	292999	13664	195084	20654	29608	378263	92036	41265	465025	118827	638232	13406	28531	22450	78896	69506	328004	3185	6152	7683	566618	152074	614599	442087	352357	47306	527687	82980	901642	386129	81786	76831	1079519	403792	349395	458989	45256	10642	268974	5510	5529	301043	25267	17394	13610	37027	17934	282727	33731	84999	685349	5441	34642	226425	261783	550451	26638	762647	124309	4563	153587	413999	67089	17520	63925	255871	224870	6931	445964	194414	79917	367306	106275	162633	703700	17011	29390	90776	110860	54015	359242	123905	68927	111176	318118	184160	120510	28543	5480	550	0
D300246:bin_000036	309375	78286	73169	365193	2855279	340774	48780	64996	102281	63512	173871	123457	76702	65382	572308	70059	317833	103254	79189	140161	43132	272511	22249	1187572	2848694	0	871411	0	683992	0	6509	18022	19836	3422	666592	69209	24196	15807	147596	42446	64598	4684	167553	3011	34992	26542	46439	6719	888727	32819	26106	603373	1861102	432900	15773	10714	20116	749357	23792	20006	13708	131229	73222	14834	22156	9269	24674	8183	18604	357353	25284	15714	19527	21411	10119	12534	16655	94258	31127	24088	33950	8427	21385	12931	21313	15624	21449	5846	2342364	30066	11574	22053	35143	15832	76818	7650	6889	22329	7294	25535	13915	60528	19845	117205	9682	17340	75464	135017	13424	8591	12368	14142	7539	41859	21792	8211	33422	29064	19178	21392	13417	25907	33350	2625047	243938	25908	18794	15262	13777	12334	23260	13076	10549	74785	4473	12846	30093	33386	28530	12985	59519	20289	2634791	36406	6388	0	0
D300246:bin_000038	401883	180594	499991	414687	2088716	1199396	362750	271552	581816	1104682	312003	1822370	248264	354959	1558542	433461	1411557	1947172	398763	2069781	236691	385734	61367	1452666	1663212	0	10635	300	4004	257	6317	4760	274692	4325	12604	8309	409523	76422	200740	6396	54694	16402	10992	10595	12403	124345	5978	13788	84140	246366	8848	29553	37709	14234	18543	14757	90176	12246	66773	282838	109610	168472	157080	25754	170211	31705	137056	18501	163349	9726	82680	52058	161941	7473	13740	21036	39318	100307	294845	48067	1900980	21939	43035	77769	159706	64825	69397	11351	882283	1433876	22794	59930	469648	9271	65506	10099	12583	165768	11328	35263	52536	135476	8135	53503	18581	36116	146210	7667	48082	3033	21399	55616	11255	1580323	101008	10686	30020	172056	45766	17679	12783	30760	336188	24516	225110	338610	268495	543696	28963	42896	26216	16437	27716	19149	12699	57685	21952	127864	41872	71296	201858	965283	74849	26988	10859	0	535
D300246:bin_000052	2150099	2084616	1973479	2033645	2240850	2134088	2059700	2066964	2072314	2055609	2111727	1749981	2016841	1870364	2150834	1857411	2120461	1903815	1757009	2091676	2037404	2057640	461629	2091869	1945943	0	57944	0	23940	0	33156	26587	633850	21781	25735	30954	961651	676266	568000	36446	141750	59932	31962	46555	64403	890145	47838	50998	210839	1195061	42553	1093284	483190	188726	396300	63165	1459561	70388	1677826	1608147	1609490	1337534	1812717	818353	1113676	145191	552523	1107235	959162	49554	645940	1531902	931375	29182	529521	298364	1192889	667111	836582	1337782	897630	440492	1328165	1090424	1555518	794267	882909	200107	1004016	1389357	414066	975331	865089	62850	791660	320356	38549	1237154	41950	792516	602154	392680	131980	794617	62987	473594	651415	27446	746452	149112	502852	986378	46956	1330538	1431336	386215	602662	1628417	1128302	162162	237894	657943	1430753	464241	901296	942088	942150	253374	198305	160762	730221	743064	575773	285771	115065	368479	474935	971691	509679	718013	816851	575510	1375501	664900	69806	2518	2725
D300247:bin_000004	2409558	2180856	1862129	2152731	2224064	2443063	2196263	1994024	1889664	2381541	2317276	2331263	2395828	2159513	2421099	2216835	2100005	1919199	1409493	2402219	2177000	1563135	688407	2202528	2382021	300	125560	0	1870378	0	1731929	244454	934297	1469309	324012	1236676	572505	1152196	753757	1835838	902731	160469	594748	644731	1117583	1447544	382005	294905	1374247	1332036	2315296	837324	2046873	1478318	1561525	852300	1759867	1992003	1070734	1553136	1387868	762157	1696438	616715	1506053	1412455	1589184	1436966	1526823	1119179	1079014	662349	1427883	432369	471379	1516810	1209509	820141	1344911	2091709	1178307	806298	1424404	1071974	1490941	1445972	1347872	311741	1429065	312096	966010	1116404	841040	551625	1243309	447427	2307753	1253263	250449	329007	549660	1034210	1751669	747439	247838	820046	1420544	320485	652326	523840	523995	967707	275234	1919047	1818280	1281212	440998	1468762	1168115	376143	216923	1116555	717693	747829	1412730	1884295	1569765	1063479	1145786	555163	930352	1010181	657713	667850	347340	518852	1159710	439635	1082721	704194	1657544	1150071	596806	2023334	1838664	3873	13271
D300247:bin_000036	1928600	2103386	2151912	2132333	575185	2200880	2127022	2178593	1598663	1325365	2170133	1917342	2170145	1966849	2023456	2176997	2166944	688638	72998	1142300	2171741	2096419	2171025	78374	69665	0	457491	0	900530	241	200953	10126	37282	7222	484321	855755	23693	436250	28179	255961	22517	369471	529153	267941	658286	40131	100023	45749	127488	568882	978161	552671	695915	493011	1187432	969000	1050221	595732	576487	663947	550373	423356	118387	703651	370528	287691	592988	798497	494912	490125	135763	632426	346357	1332778	774705	662381	489979	718602	196079	421923	66387	1029972	462882	324218	207610	150432	679509	265471	81612	119917	471325	199331	162193	117411	308362	1222603	34658	117902	455848	837254	177828	262891	108883	232124	596063	284600	220559	730160	1252925	17909	187385	294060	1076699	98385	630959	399658	557495	83053	628281	1010096	447362	245184	32787	31789	96485	185710	76881	187034	519300	398208	125701	442041	556182	974097	1260463	651111	511129	1624244	215108	914114	394032	112304	23413	179292	406228	3614	1562
D300247:bin_000040	1725028	2302161	780329	2300184	310862	2360619	2289485	2177648	1254107	711098	2261740	874269	2326180	2147874	2299856	2315822	1481810	559887	254952	2080890	2242599	2313436	1140944	330493	128311	0	94620	0	8133	0	17951	17059	135655	4628	34470	14048	16951	400343	33158	9837	52041	314886	10505	58008	69065	90938	31664	64094	39297	255054	19900	374625	96451	26009	553597	104290	928237	38861	536843	216102	361362	415922	366185	249952	1099661	427538	569562	278810	286833	29585	629304	642869	244394	27887	158045	65215	311465	1130536	105356	772750	127014	665404	554479	1846351	174808	144119	733246	101499	56868	399133	161235	218411	299048	9311	1114988	57544	8906	65097	99681	246384	432104	538669	27759	869274	407697	784777	316023	11286	1118917	4669	783291	112051	250053	665581	950320	72716	532222	325200	1153898	199579	77660	398151	124544	15332	265814	223286	217289	158020	157433	46982	227785	182038	1017583	764048	68348	420042	625763	2200055	243405	468161	1125306	287251	18591	94424	113675	1083	589
D300248:bin_000003	22587	2566865	2796028	2364926	19253	22364	2809576	2439817	2325446	22153	28041	26445	1879050	2438542	22013	2587636	23566	26880	20008	17536	2598073	2570371	2563711	16662	17644	0	8215	0	6770	0	4713	3485	7446	6384	5704	7407	6148	7935	5945	6376	4012	239356	4614	55589	15228	9247	6506	13694	12513	10114	7231	20131	8115	9025	904221	8244	666025	4954	186480	14954	1113185	5278	3125	480664	5947	107051	9224	12006	12509	5845	22449	296988	9611	3173	46250	12068	367372	12019	10842	14400	4536	570678	215047	127838	8839	11795	904049	278608	11785	3500	14375	359367	9301	7580	21592	62753	8434	9582	1417329	9481	169547	6660	7151	60885	2085016	160413	6143	4557	630652	5899	45497	13048	916615	7170	7521	15982	776597	4420	158569	1483790	228085	27146	9618	8265	8888	7920	10003	8844	657429	194749	78146	10987	1287263	1139662	989570	1120531	869613	1134762	158013	1038942	6018	6976	5649	819977	3035	1473	628
D300248:bin_000007	1341009	1852784	1864089	1773122	706161	1512092	1899416	1755540	1675911	1532425	1610979	1689271	1826229	1699684	1828736	1820241	1247903	693075	476275	1390970	1879064	1863302	1859576	1256575	770196	0	195541	0	647785	0	630805	18708	121901	5885	229301	117763	20487	227225	69359	51561	255162	452822	363366	138062	554808	150144	7918	342652	219302	365635	4590	410421	164110	1497521	1390398	507362	897462	496630	894714	269321	593176	121366	183412	1319404	216740	315726	551591	611196	210950	104492	195244	360586	379117	1320541	313154	307624	285372	117781	158141	129486	69060	479344	398710	383374	175197	228022	580781	287596	551692	22232	436219	174656	93264	472813	144443	1008844	36221	139987	437435	60468	354688	303704	35734	275395	577517	390312	83357	763837	411484	16395	300589	377672	271543	416355	287668	326500	347900	156664	404476	339178	704889	527568	8452	78575	142831	204202	81501	245430	374256	609698	234799	264816	689978	885288	456364	318250	559417	750591	111863	333170	87736	128177	82573	167927	55798	212	676
D300248:bin_000018	160514	1767691	1630972	572218	142216	287033	2031470	784625	528034	1016494	616216	278789	1118144	779484	188864	595681	423607	128877	110233	119987	1616922	896026	680378	106541	87637	0	101765	0	68447	0	11382	19051	34748	3217	5915	6898	5244	23091	7988	2998	1674	22055	5209	18949	117955	47109	39159	21906	5030	23622	45741	112175	55843	81892	59540	28031	177997	33354	91539	36892	84195	40571	14621	327216	36354	146755	25976	91501	219752	57661	25929	99238	12280	26120	56680	22830	40374	37022	6534	36119	8173	63534	41458	45557	22189	23724	116107	29831	51136	47257	44644	71327	56978	15655	17986	30512	8898	17310	17049	11130	13960	18150	6630	87486	13898	41893	14856	18607	156377	94858	33475	83869	29249	19237	30615	42148	74908	44433	33798	91093	26847	26920	14941	11349	7353	19048	7322	24808	18299	54208	76987	19051	140122	101840	71648	72249	63292	108941	54907	31037	14568	8038	66789	154971	24830	150	456
D300248:bin_000041	30440	58924	46419	1499159	24681	40182	1908432	780313	28225	27670	53803	33962	424191	466632	30764	1768408	39186	28206	23447	26761	1869949	677783	1219061	22063	19351	0	3360	0	5593	0	63273	848	7943	1834	5983	11981	2694	6274	6225	5078	2768	1289679	57590	626694	356386	4329	2498	11356	10309	10844	4557	162999	32011	15004	13703	76337	83947	173706	47588	19035	288026	5215	14199	42053	6863	71366	8721	434539	5279	969776	4873	8254	6787	2061	79692	45913	44220	6029	4772	6356	6400	528671	16496	6972	10138	4437	180301	32516	8341	3212	4302	9466	4347	7179	7261	595170	2633	4326	69289	40759	62836	5422	9763	4428	164323	6759	8582	80304	57716	979	55623	11485	156510	10351	8941	8397	187812	7580	11407	94413	23133	5651	7571	8762	6217	7841	5754	6331	41105	7518	7107	29299	716332	180596	296789	313431	78178	562135	8134	13041	4540	4923	4573	23252	2898	300	1366
D300249:bin_000004	1902108	1907739	1906495	1906282	1905768	1903841	1905950	1907990	1906598	1904081	1906778	1904957	1906396	1906827	1905184	1637710	1899895	1905253	1904272	1878538	1906999	1907433	1906035	1904763	1900444	273	1745686	240	1115622	107	818569	254801	724385	190281	771191	1503325	1327606	1091169	995912	933101	961669	1800320	531602	1430251	886616	1014128	352798	1575501	1794514	1495197	849062	1199959	1325811	1281751	1453239	1141288	878261	416362	1691962	1595402	610840	606977	243640	1870839	832423	1076473	1298744	1529667	1769724	1103252	1484020	146608	1588304	630023	1831835	1736211	1841328	1467978	1759068	1791334	298543	1861221	1855069	1523728	1609224	1748985	1772920	1756234	1589836	292098	1678959	1505543	1256764	1713763	1325352	1481815	1540824	1497585	231192	444021	1380787	784866	881948	1775200	1660326	616265	603593	1086765	210590	761033	1784335	1178883	924523	609337	854686	1803645	1143259	205091	1179290	802242	701646	173921	1447721	1548466	1554352	549204	1508258	1103296	1785104	1774192	1634474	1699170	1781332	1582855	1759750	1353438	1799211	1885557	1317931	559105	516887	822200	372213	1847236	267285	15717	879
D300249:bin_000022	49414	380100	35611	340361	425348	39190	581548	815166	807284	757324	36512	46963	14489	276887	542919	211873	35993	471768	31877	21273	799245	416117	523426	24042	603	0	468	0	0	0	2052	400	1715	281	1475	3530	256	3907	150	1054	3210	150	1389	6887	720	3189	150	184	307	157	341	203	1068	2777	1423	3914	8311	4075	3970	150	1599	8079	0	201	1772	149	4376	13574	1775	7285	4778	2394	5308	634	229	2432	5562	3625	1681	8001	2069	4347	5651	6603	465	2630	10502	37639	11342	2188	1781	2904	1166	146	1008	0	712	415	89	4823	1812	98493	0	10837	434	2448	624	187	8625	0	8513	7840	400	3302	9494	8002	36907	627	291	3119	150	10178	1169	252	3394	2109	334	42665	5877	903	300	3993	432909	5222	4055	5816	272	20849	1582	2768	9129	4698	203	268	0	0	0
